run;timestamp;sistema;query_id;carga;categoria;metrica;unidade;valor;tempo;num_tuplas;observacao
5;2026-05-09 22:30:35;sistema_giovana;3;Busca de reviews de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;0.06685821619834019;179.4843;12;cache quente
5;2026-05-09 22:30:35;sistema_giovana;4;Busca de produtos similares;Lookup Simples;tuplas por milissegundos;tp/ms;9.140283272995966;0.5470;5;cache quente
5;2026-05-09 22:30:35;sistema_giovana;5;Busca de categorias de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;4.010033079727834;0.4987;2;cache quente
5;2026-05-09 22:30:35;sistema_giovana;6;Busca de reviews positivos de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;0.050691753726909664;216.9978;11;cache quente
5;2026-05-09 22:30:35;sistema_giovana;7;Busca de reviews úteis de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;0.006024234834268228;165.9962;1;cache quente
5;2026-05-09 22:30:35;sistema_giovana;8;Busca de informações resumidas do produto;Lookup Simples;tuplas por milissegundos;tp/ms;1.9125432226300896;0.5229;1;cache quente
5;2026-05-09 22:30:35;sistema_giovana;9;Produtos com sales rank alto;Filtros;tuplas por milissegundos;tp/ms;184.3562742004546;60.2692;11111;cache quente
5;2026-05-09 22:30:35;sistema_giovana;10;Produtos com muitos downloads;Filtros;tuplas por milissegundos;tp/ms;15.11568260539096;29.7042;449;cache quente
5;2026-05-09 22:30:35;sistema_giovana;11;Reviews com alta utilidade;Filtros;tuplas por milissegundos;tp/ms;239.87735285092205;160.3194;38457;cache quente
5;2026-05-09 22:30:36;sistema_giovana;12;Reviews negativos com muitos votos;Filtros;tuplas por milissegundos;tp/ms;845.7047736493935;189.6182;160361;cache quente
